first_genre,title,vote_average,revenue,budget,popularity,runtime,release_year
Comedy,Private Benjamin,6,0,0,12.18838,109,1980
Drama,Little Women,7,0,18,16.418639,115,1994
Drama,What's Love Got to Do with It,6.9,0,0,7.921311,118,1993
Comedy,Malibu's Most Wanted,4.7,0,0,7.314796,86,2003
Mystery,Book of Shadows: Blair Witch 2,4.3,0,0,3.890223,90,2000
Comedy,Ramona and Beezus,6.1,0,0,9.681147,103,2010
Action,Nowhere to Run,5.5,0,0,11.689337,94,1993
Horror,The Hills Have Eyes 2,5.2,0,15,17.141376,89,2007
Fantasy,Tuck Everlasting,6.4,0,0,4.115398,90,2002
Drama,Eye of the Beholder,5.3,0,15,4.302941,109,1999
Comedy,Freddy Got Fingered,4.6,0,0,8.710294,87,2001
Adventure,VeggieTales: The Pirates Who Don't Do Anything,5.9,0,0,1.800119,85,2008
Crime,Idlewild,5.1,0,0,2.711955,121,2006
Action,Confidence,6.4,0,0,9.87419,97,2003
Fantasy,The Muse,5.3,0,0,2.857936,97,1999
Drama,De-Lovely,6.3,0,20,3.138118,125,2004
Comedy,New York Stories,6.2,0,15,6.684096,124,1989
Family,Barney's Great Adventure,2.9,0,0,0.722911,76,1998
Romance,Here On Earth,5.4,0,0,3.313257,96,2000
Comedy,Brazil,7.5,0,15,41.089863,132,1985
Comedy,The Importance of Being Earnest,6.7,0,0,7.250379,97,2002
Comedy,The Love Letter,4.7,0,0,0.116873,98,1998
Drama,Hoot,5.5,0,0,7.712206,91,2006
Comedy,Peeples,5.6,0,1.50E-05,5.112809,95,2013
Comedy,Jakob the Liar,6,0,0,8.962245,120,1999
Drama,Blood and Chocolate,5.4,0,0,12.295216,98,2007
Comedy,You Will Meet a Tall Dark Stranger,5.8,0,22,12.4654,98,2010
Drama,The Company,7,0,0,1.485324,276,2007
Adventure,The Clan of the Cave Bear,4.8,0,15,5.484679,98,1986
Comedy,Crazy in Alabama,6.5,0,0,5.770246,111,1999
Drama,Listening,5.5,0,0,2.414721,100,2015
Drama,Felicia's Journey,6.6,0,0,0.470645,116,1999
Drama,Buffalo Soldiers,6.5,0,15,6.329672,98,2001
Thriller,The Return,7.4,0,0,7.744166,105,2003
Drama,Winnie Mandela,5.2,0,15,1.897761,107,2011
Drama,The Son of No One,4.8,0,15,7.701186,90,2011
Drama,Bathory: Countess of Blood,5.6,0,0,2.500218,141,2008
Thriller,Automata,5.6,0,7,49.808505,110,2014
Action,Dungeons & Dragons: Wrath of the Dragon God,4.8,0,0,4.901936,105,2005
Drama,Chiamatemi Francesco - Il Papa della gente,7.3,0,15,0.738646,,2015
Drama,Shinjuku Incident,6.7,0,15,5.294319,119,2009
Drama,Pandaemonium,4.5,0,0,0.165367,124,2001
Drama,Freedom,5.8,0,14.5,4.389363,98,2014
Thriller,Broken Horses,5,0,0,4.289676,101,2015
Comedy,Good Deeds,6.2,0,0,4.448494,111,2012
Comedy,Superstar,5.1,0,0,4.04701,81,1999
Action,Jonah: A VeggieTales Movie,6.4,0,0,1.446172,82,2002
Horror,An American Haunting,5.3,0,0,7.436315,83,2005
Comedy,My Boss's Daughter,4.4,0,14,14.813614,83,2003
Comedy,Dead Man on Campus,5.6,0,0,7.708227,96,1998
Horror,Thinner,5.5,0,0,7.866961,92,1996
Drama,"New York, New York",6.1,0,0,3.876242,155,1977
Comedy,Crooklyn,6.7,0,0,1.89218,115,1994
History,Bobby,6.4,0,0,11.706309,120,2006
Drama,A Walk on the Moon,6.2,0,14,6.370267,107,1999
Horror,Soul Survivors,4.4,0,0,3.231848,84,2001
Comedy,Easy Virtue,6.3,0,0,8.387573,93,2008
Action,Caravans,5.8,0,0,0.633004,127,1978
Drama,Wild Grass,5.8,0,0,1.866443,104,2009
Drama,Amen.,7.1,0,0,5.930533,132,2002
History,Reign of Assassins,6.7,0,12,4.930129,117,2010
Comedy,The Lucky Ones,6.3,0,0,8.747922,113,2008
Comedy,Stan Helsing,4,0,0.000108,7.410523,90,2009
Comedy,Clueless,6.9,0,12,16.051328,97,1995
Drama,The Caveman's Valentine,6,0,0,4.722403,105,2001
Comedy,The New Guy,5.7,0,13,13.525704,88,2002
Comedy,National Lampoon's Loaded Weapon 1,5.7,0,0,12.963328,84,1993
Comedy,Snow Day,4.8,0,0,7.964289,89,2000
Comedy,This Christmas,7.1,0,13,2.388918,117,2007
Comedy,Harriet the Spy,5.7,0,12,4.63093,100,1996
Comedy,Two Can Play That Game,6.6,0,6,2.27213,90,2001
Comedy,Dirty Work,6.5,0,0,9.066881,82,1998
Drama,Light It Up,6.6,0,0,1.212956,99,1999
Adventure,Bubble Boy,5.1,0,0,10.131123,84,2001
Comedy,Birthday Girl,6.1,0,13,5.831302,93,2001
Drama,Resurrecting the Champ,5.9,0,0,4.898437,112,2007
Romance,The Widow of Saint-Pierre,6.7,0,0,1.780065,112,2000
Drama,The Claim,5.6,0,0,2.996284,120,2000
History,Operation Chromite,5.8,0,0,6.116436,110,2016
Drama,The Emperor's Club,6.9,0,0,6.796079,108,2002
Romance,Womb,5.9,0,3.1,7.453347,111,2010
Crime,The Killer Inside Me,6,0,13,11.892615,109,2010
Drama,Cat People,6,0,0,5.69872,118,1982
Adventure,The Prisoner of Zenda,8.4,0,0,4.021389,101,1937
Drama,Oscar and Lucinda,6.2,0,0,0.139384,132,1997
Animation,Beavis and Butt-Head Do America,6.5,0,12,12.60629,81,1996
Comedy,The Upside of Anger,6.4,0,0,6.2464,118,2005
Horror,The Boys from Brazil,6.6,0,0,5.315213,125,1978
Horror,Tales from the Crypt: Demon Knight,6.7,0,0,7.710797,92,1995
Drama,Rachel Getting Married,6.1,0,0,14.345428,113,2008
Romance,The Postman Always Rings Twice,6.4,0,12,6.803763,122,1981
Comedy,Sorority Boys,4.6,0,12,3.444542,93,2002
Drama,Cadillac Records,6.9,0,12,13.427427,109,2008
Action,Screwed,4.9,0,0,5.359381,81,2000
Drama,Celebrity,6,0,0,7.594593,113,1998
Comedy,Last Orders,6,0,0,3.603842,109,2001
Adventure,The Pursuit of D.B. Cooper,6.8,0,0,1.379643,100,1981
Comedy,Ravenous,6.9,0,12,9.164386,100,1999
Comedy,Charlie Bartlett,6.5,0,12,9.779444,97,2008
Comedy,The Dangerous Lives of Altar Boys,6.4,0,0,2.24888,104,2002
Crime,Married Life,6.1,0,12,3.004432,90,2007
Adventure,Duma,6.9,0,12,4.795244,100,2005
Comedy,Welcome to Collinwood,6.2,0,1.2,3.582733,86,2002
Comedy,Critical Care,6.1,0,0,2.678715,107,1997
Thriller,The Life Before Her Eyes,6.1,0,8,9.728143,90,2007
Drama,Darling Companion,5.3,0,0,2.303865,103,2012
Drama,Trade,6.8,0,12,11.237374,120,2007
War,Fateless,6.5,0,0,1.906807,140,2005
Comedy,Breakfast of Champions,5.2,0,12,2.695896,110,1999
Comedy,"A Woman, a Gun and a Noodle Shop",4.8,0,0,1.416796,95,2009
Thriller,Cypher,6.7,0,7.5,11.636883,95,2002
Horror,Triangle,6.9,0,12,25.496926,99,2009
Drama,10 Days in a Madhouse,4.3,0,1.2,0.489271,111,2015
Drama,Dancin' It's On,4.3,0,0,0.186234,89,2015
Drama,Madadayo,7.5,0,0,2.930853,134,1993
Drama,The Cry of the Owl,5.5,0,11.5,4.75919,101,2009
Drama,A Tale of Three Cities,6.3,0,0,0.753362,130,2015
Adventure,Trash,7.1,0,0,14.637357,112,2014
Comedy,High School Musical 3: Senior Year,6.2,0,0,21.801188,116,2008
Action,Drive Hard,3.9,0,12,3.94487,96,2014
Comedy,St. Trinian's,5.6,0,0,7.377587,101,2007
Drama,Kinsey,6.6,0,0,6.799314,118,2004
Fantasy,Army of Darkness,7.3,0,11,33.758281,81,1992
Crime,Vera Drake,6.8,0,11,4.131918,125,2004
Comedy,The Guru,5.1,0,0,4.093288,91,2002
Drama,Copying Beethoven,6.2,0,11,5.062687,104,2006
Drama,Brighton Rock,5.6,0,0,3.122152,111,2010
Drama,Machine Gun McCain,7.3,0,0,0.700127,116,1969
Drama,LOL,5.9,0,11,31.763201,97,2012
Crime,Jindabyne,5.7,0,0,8.950864,123,2006
Science Fiction,The Last Days on Mars,5.2,0,0,18.764453,98,2013
Horror,Darkness,5.6,0,0,6.340135,102,2002
Adventure,The Blue Butterfly,6.8,0,0,1.985552,97,2004
Drama,Housefull,5.2,0,0,0.12082,135,2010
Drama,September Dawn,5,0,11,3.646848,110,2007
Comedy,The Bélier Family,7,0,11,25.302978,105,2014
Drama,Misconduct,5.3,0,11,10.016909,106,2016
Comedy,The Banger Sisters,5.5,0,10,6.015354,98,2002
Horror,Valentine,5,0,0,5.904126,96,2001
Drama,A Prairie Home Companion,6.4,0,10,5.025446,105,2006
Drama,Sugar Hill,5.2,0,0,2.580808,123,1994
Action,Invasion U.S.A.,5.3,0,0,4.192064,107,1985
Comedy,Roll Bounce,6.1,0,0,2.596338,112,2005
Comedy,Kit Kittredge: An American Girl,6.4,0,0,6.27141,101,2008
Comedy,The Perfect Man,5.5,0,0,11.158906,100,2005
Action,Kung Pow: Enter the Fist,6.1,0,0,8.288813,81,2002
Documentary,One Direction: This Is Us,8,0,10,7.944457,92,2013
Comedy,"The Goods: Live Hard, Sell Hard",5.4,0,10,3.352702,90,2009
Animation,Hey Arnold! The Movie,5.6,0,0,5.856363,76,2002
Comedy,Love Jones,8.1,0,10,1.000178,104,1997
Adventure,End of the Spear,6.1,0,0,1.83428,108,2005
Comedy,Get Over It,5.5,0,10,11.592129,87,2001
Comedy,Sleepover,5.3,0,0,5.842299,89,2004
Crime,Dirty Pretty Things,6.8,0,0,9.177896,97,2002
Comedy,Over Her Dead Body,5.3,0,10,12.067921,95,2008
Animation,Teacher's Pet,5.5,0,10,1.374409,74,2004
Drama,The Straight Story,7.7,0,10,15.280261,112,1999
Action,Deuces Wild,5.5,0,0,0.753481,96,2002
Comedy,On the Line,4.1,0,0,3.084874,85,2001
Drama,I Am Love,6.9,0,0,5.355763,120,2009
Drama,Atlas Shrugged Part II,5.4,0,0,4.725357,112,2012
Action,Malone,6.8,0,0,1.610132,92,1987
Drama,Peaceful Warrior,7.3,0,0,8.326131,120,2006
Comedy,Bucky Larson: Born to Be a Star,4.4,0,10,3.919057,97,2011
Comedy,Bamboozled,6.3,0,0,2.23411,135,2000
Drama,Spider,6.4,0,0,6.948401,98,2002
Adventure,Nicholas Nickleby,6.8,0,0,5.099923,132,2002
Action,Krrish,5.5,0,0,3.759988,154,2006
Thriller,Cecil B. Demented,6.2,0,10,4.176066,87,2000
Crime,Owning Mahowny,6.8,0,0,8.045488,104,2003
Comedy,The Brothers Solomon,4.9,0,0,8.312153,93,2007
Drama,Illuminata,6.3,0,0,0.111313,119,1998
Drama,The Brown Bunny,5.5,0,10,3.412162,93,2004
Comedy,The Swindle,6.4,0,0,0.627964,105,1997
Drama,Rosewater,6.5,0,0,5.75555,103,2014
Drama,The Chambermaid on the Titanic,5.3,0,0,1.031142,100,1997
Comedy,Imaginary Heroes,6.3,0,10,2.85283,111,2004
Action,High Heels and Low Lifes,6.4,0,0,1.769593,86,2001
Horror,Severance,6.4,0,0,12.898984,96,2006
Drama,Edmond,6,0,10,2.803642,82,2005
Drama,Blood Done Sign My Name,6,0,0,0.397341,0,2010
War,Cinco de Mayo: La Batalla,5.8,0,10,0.072085,125,2013
Comedy,Elsa & Fred,6.2,0,10,2.849895,104,2014
Comedy,The Open Road,4.8,0,0,1.388136,90,2009
Comedy,The Good Guy,5.4,0,3.2,2.631688,90,2009
Comedy,Motherhood,4.7,0,0,10.955567,90,2009
Comedy,Blonde Ambition,3.9,0,10,3.064563,93,2007
Crime,The Oxford Murders,5.7,0,14.1,9.318033,107,2008
Drama,The Reef,5.4,0,0,7.245108,94,2010
Comedy,Eulogy,6.4,0,0,9.085482,91,2004
Thriller,White Noise 2: The Light,5.6,0,0,6.814247,99,2007
Music,Beat the World,4.3,0,10,2.873796,91,2011
Action,Fifty Dead Men Walking,6.1,0,0,4.481897,117,2008
Family,Jungle Shuffle,6.5,0,0,1.413934,85,2014
Drama,Adam Resurrected,6.4,0,10,2.574014,106,2008
Comedy,It's a Wonderful Afterlife,4.3,0,0,1.259968,99,2010
Action,The Devil's Tomb,4,0,10,5.099472,90,2009
Drama,Partition,6.4,0,0,2.131524,116,2007
Comedy,Good Intentions,5,0,0,0.304566,85,2010
Action,"The Good, The Bad, The Weird",7.1,0,10,11.847324,130,2008
Drama,Gunless,6.7,0,10,3.753703,89,2010
Action,American Heist,4.3,0,10,11.431434,94,2014
Drama,Plastic,6.1,0,1.00E-05,9.70276,102,2014
Horror,Re-Kill,4.9,0,9.5,5.346205,87,2015
Animation,Heavy Metal,6.2,0,9.3,12.928269,90,1981
Action,Gentlemen Broncos,6.2,0,10,3.193777,89,2009
Drama,Richard III,6.9,0,0,5.107235,104,1995
Action,Into the Grizzly Maze,5.1,0,10,10.073144,94,2015
Drama,Kites,6,0,0,4.807549,131,2010
Drama,Red Dog,7.1,0,0,5.499412,92,2011
Drama,Jab Tak Hai Jaan,7.3,0,0,5.900535,176,2012
Horror,Detention,5.7,0,10,10.424596,93,2011
Comedy,Down to You,4.9,0,9,3.269459,91,2000
Drama,The Contender,6.7,0,9,7.029126,126,2000
Comedy,Breakin' All the Rules,5.8,0,0,6.904734,85,2004
War,Henry V,7.4,0,9,4.641006,137,1989
Drama,The Savages,6.8,0,0,5.663889,114,2007
Romance,The Ultimate Gift,6.8,0,0,4.976268,114,2006
Action,The Ice Pirates,5.7,0,9,3.810697,91,1984
Comedy,Trust the Man,5.5,0,9,5.2545,103,2005
Comedy,Hamlet 2,6.1,0,0,5.293363,92,2008
Horror,The Wailing,7.2,0,0,9.05029,156,2016
Drama,The Legend of Suriyothai,5.1,0,0,0.843067,185,2001
Horror,Two Evil Eyes,6,0,9,8.218383,120,1990
Comedy,All or Nothing,7,0,9,2.872281,128,2002
Crime,Flame & Citron,6.8,0,6.5,7.028946,130,2008
Thriller,Red Riding: In the Year of Our Lord 1974,7,0,0,7.247023,102,2009
Drama,The Girl on the Train,5.6,0,0,2.351706,105,2009
Drama,Veronika Decides to Die,5.8,0,9,4.799022,103,2009
Animation,"Ultramarines: A Warhammer 40,000 Movie",5.2,0,0,3.891186,76,2010
Thriller,The I Inside,5.9,0,8.8,3.789485,90,2004
Drama,Beneath Hill 60,7.3,0,7.347125,3.949796,122,2010
Action,Star Wars: Clone Wars: Volume 1,8,0,0,1.881466,69,2005
Thriller,Skin Trade,5.6,0,9,6.677926,96,2014
Adventure,Shipwrecked,6.1,0,0,0.702971,92,1990
Comedy,Election,6.7,0,0,13.476596,99,1999
Horror,The Haunting in Connecticut 2: Ghosts of Georgia,5.6,0,0,11.708343,101,2013
Action,Silmido,6.6,0,8,2.60632,135,2003
Drama,Namastey London,6.6,0,0,1.840511,128,2007
Adventure,Valley of the Wolves: Iraq,4.3,0,10,1.465762,122,2006
Drama,You Got Served,4.8,0,0,3.804597,95,2004
Comedy,A Thin Line Between Love and Hate,5.7,0,0,2.088251,108,1996
Horror,Shutter,5.3,0,0,8.864368,85,2008
Comedy,Modern Problems,5.6,0,0,4.293706,89,1981
Adventure,Kicks,7.5,0,0,3.467923,80,2016
Drama,Much Ado About Nothing,7.2,0,8,10.19377,111,1993
Drama,The City of Your Final Destination,5.7,0,0,1.353971,114,2009
Comedy,The Pallbearer,4.6,0,8,2.149469,97,1996
Comedy,Held Up,4.9,0,0,1.569449,89,1999
Comedy,Woman on Top,5.5,0,8,3.535789,92,2000
Comedy,8 Women,6.9,0,8,8.204829,111,2002
Comedy,Clay Pigeons,6.3,0,0,4.221313,104,1998
Comedy,Made in Dagenham,6.6,0,7.2,6.138802,113,2010
Drama,The Wicked Lady,4.3,0,0,0.289433,98,1983
Animation,The Secret of Kells,7.3,0,0,10.621353,75,2009
TV Movie,Restless,4.9,0,0,0.812776,180,2012
Comedy,The Singing Detective,5.9,0,0,6.335881,109,2003
Drama,The Land Girls,7,0,0,1.278092,111,1998
Comedy,The Wendell Baker Story,5.2,0,0,1.265683,99,2005
Crime,Pathology,5.6,0,8,9.782433,95,2008
Drama,Wuthering Heights,6.9,0,0,4.409263,142,2009
Comedy,Dear Wendy,5.6,0,0,2.597665,105,2005
Action,Swelter,4.6,0,0,2.214925,96,2014
Comedy,My Lucky Star,4.3,0,0,1.86453,114,2013
Drama,Mr. Church,7,0,8,7.828459,104,2016
Action,Green Street Hooligans: Underground,5.4,0,0,5.0005,90,2013
Action,Code of Honor,4.1,0,8,2.101718,106,2016
Comedy,Soul Food,6.6,0,0,4.105363,114,1997
Drama,Far from Men,6.6,0,7.7,3.363973,110,2014
Comedy,The Hotel New Hampshire,5.8,0,7.5,2.226412,109,1984
Action,Witless Protection,4,0,0,1.82184,97,2008
Drama,Masked and Anonymous,5.2,0,0,1.71729,112,2003
Drama,Betty Fisher and Other Stories,7,0,0,0.024186,103,2001
Drama,Code 46,6.2,0,7.5,8.859657,92,2003
Comedy,Outside Bet,5.8,0,7.5,0.086731,101,2012
Drama,Black November,6.4,0,12.5,1.589693,95,2012
Family,Ta Ra Rum Pum,6,0,0,0.553752,156,2007
Animation,Persepolis,7.7,0,7.3,24.281951,95,2007
Thriller,The Hole,5.6,0,0,9.983004,92,2009
Action,Pound of Flesh,5.5,0,7.5,4.943588,104,2015
Thriller,Darkness Falls,4.9,0,0,11.199544,86,2003
Comedy,My Dog Skip,6.5,0,7,5.675535,95,2000
Adventure,The Descent,6.8,0,0,23.413188,99,2005
Drama,The Devil's Rejects,6.6,0,0,16.754452,107,2005
Horror,Alien Zone,4,0,0,0.000372,90,1978
Comedy,Get Low,6.5,0,7.5,6.557643,103,2010
Adventure,Warlock,5.8,0,7,9.887662,103,1989
Drama,A Single Man,7.3,0,7,21.626288,101,2009
Drama,Bride & Prejudice,6.5,0,7,12.150871,111,2004
Adventure,Rabbit-Proof Fence,6.8,0,0,2.128211,94,2002
Comedy,Who's Your Caddy?,3.8,0,0,2.881239,93,2007
Drama,Redbelt,6.4,0,7,5.091253,99,2008
Comedy,Cyrus,6.1,0,7,15.212569,91,2010
Drama,A Dog Of Flanders,6.4,0,0,0.838938,96,1999
Drama,Factory Girl,6.2,0,7,11.400229,90,2006
Drama,The Christmas Candle,5.8,0,0,1.799504,100,2013
Action,The Mighty Macs,5,0,7,2.932784,102,2009
Drama,Mother and Child,6.7,0,7,5.517597,125,2009
Action,March or Die,6.2,0,0,3.829937,107,1977
Fantasy,The Visitors,7.1,0,0,8.893676,107,1993
Comedy,Somewhere,6,0,8,9.590373,98,2010
Comedy,Chairman of the Board,2.7,0,0,0.587276,95,1998
Mystery,Gerry,6.2,0,3.5,5.038953,103,2002
Drama,The Heart of Me,7.7,0,7,1.498245,96,2002
Drama,Wah-Wah,6.3,0,0,2.356244,120,2005
Crime,Z Storm,5.8,0,0,0.542814,92,2014
Horror,Twixt,5,0,7,5.060656,84,2011
Family,Alpha and Omega: The Legend of the Saw Tooth Cave,6.5,0,0,1.874783,53,2014
Drama,Two Lovers and a Bear,6.8,0,0,3.139294,96,2016
Thriller,Criminal Activities,5.8,0,7,6.665164,94,2015
Drama,Aimee & Jaguar,6.3,0,0,2.832628,125,1999
Comedy,The Chumscrubber,6.7,0,0,3.528643,108,2005
Action,Shade,6.1,0,6.8,4.665309,101,2003
Drama,"Remember Me, My Love",5.8,0,0,4.240495,125,2003
Action,Perrier’s Bounty,5.1,0,0,3.810943,88,2009
Drama,Elite Squad,7.8,0,4,23.604936,115,2007
Comedy,The Four Seasons,6.3,0,0,8.067702,107,1981
Action,The Adventures of Huck Finn,6.2,0,6.5,2.163683,108,1993
Drama,Nowhere in Africa,7,0,0,3.481517,140,2001
Drama,Aberdeen,7,0,0,1.068819,113,2000
Action,Tracker,6,0,6.5,2.074295,102,2010
Drama,The Damned United,7.2,0,10,13.409125,97,2009
Drama,Ordinary People,7.4,0,6,12.541983,124,1980
Comedy,The Brothers,6.5,0,0,3.029944,106,2001
Comedy,Best in Show,6.7,0,0,10.982255,90,2000
Comedy,School Daze,6.2,0,0,3.159574,121,1988
Comedy,Mystic Pizza,5.9,0,0,6.379933,104,1988
Drama,Pollock,6.6,0,0,8.483531,122,2000
Comedy,Casa De Mi Padre,5.5,0,0,5.754416,84,2012
Comedy,Little Voice,6.6,0,0,4.647547,97,1998
Comedy,Miss March,5.4,0,0,9.371534,89,2009
Comedy,Hedwig and the Angry Inch,7.4,0,0,4.25422,95,2001
Mystery,Goddess of Love,6.2,0,0,1.273773,96,2015
Drama,The Business of Strangers,5.7,0,0,1.369649,84,2001
Thriller,The First Great Train Robbery,6.6,0,6,12.434688,110,1979
Drama,Morvern Callar,7.2,0,0,2.507912,97,2002
Drama,The Flower of Evil,5.7,0,0,1.229667,104,2003
Drama,The Greatest,6.2,0,6,6.903186,99,2009
Drama,Come Early Morning,5.9,0,6,3.427061,97,2006
Action,Lucky Break,6.5,0,0,0.669169,107,2001
Drama,Julia,6.3,0,0,6.077735,117,1977
Crime,11:14,6.8,0,6,15.048067,86,2003
Action,Men of War,5.4,0,0,1.734764,103,1994
Crime,Don McKay,5.4,0,0,1.496454,87,2009
Drama,A Shine of Rainbows,6.3,0,6,12.099486,101,2009
Action,The Hit List,5.2,0,6,4.957014,90,2011
Romance,Emma,7.6,0,0,2.135689,240,2009
Comedy,Freaky Deaky,4.9,0,0,4.448353,90,2012
Drama,Trade Of Innocents,5.5,0,0,2.204138,91,2012
Comedy,Stiff Upper Lips,10,0,0,0.356495,99,1998
Drama,Sunshine State,6,0,0,4.245123,141,2002
Comedy,Diary of a Mad Black Woman,6.4,0,0,3.784535,116,2005
Drama,Shine,7.3,0,0,10.396305,105,1996
Romance,Don Jon,5.9,0,6,33.296684,90,2013
Comedy,Ghost World,7.1,0,7,14.072941,111,2001
Drama,Iris,6.2,0,0,2.714043,91,2001
Drama,The Chorus,7.5,0,0,20.982455,96,2004
Drama,Harvard Man,4.8,0,0,5.336243,99,2001
Drama,Le Havre,6.8,0,3.85,10.787322,93,2011
Comedy,R100,5.4,0,5.5,3.21392,100,2013
Drama,Animals,6.2,0,0,1.5846,90,2014
Comedy,Salvation Boulevard,5.6,0,8,3.653305,96,2011
Comedy,The Ten,4.9,0,0,3.865122,96,2007
Drama,A Room for Romeo Brass,7.3,0,0,1.391958,90,1999
Science Fiction,Grabbers,6,0,0,9.451228,94,2012
Comedy,Saint Ralph,7.3,0,0,1.688495,95,2004
Science Fiction,Somewhere in Time,7.2,0,5.1,5.934016,103,1980
Drama,Dum Maaro Dum,5.4,0,0,0.075817,130,2011
Horror,Insidious: Chapter 2,6.5,0,5,48.375848,106,2013
Comedy,House Party 2,4.7,0,0,3.673566,94,1991
Animation,Doug's 1st Movie,5.4,0,0,1.88484,77,1999
Drama,The Apostle,6.1,0,5,4.227807,134,1997
Drama,Mommie Dearest,6.5,0,0,3.102862,129,1981
Drama,The Players Club,6.4,0,0,5.769822,104,1998
Drama,Addicted,5.4,0,0,7.544515,105,2014
Drama,Eve's Bayou,6.1,0,0,1.126941,109,1997
Drama,The Haunting of Molly Hartley,4.3,0,0,8.309894,82,2008
Horror,April Fool's Day,5.8,0,5,8.190888,89,1986
Comedy,Diner,6.9,0,0,5.87193,110,1982
Drama,Not Easily Broken,6.3,0,0,5.1299,99,2009
Comedy,The Perfect Match,5.2,0,0,3.810827,96,2016
Fantasy,Digimon: The Movie,6.2,0,5.5,3.7387,82,2000
Comedy,Saved!,6.3,0,0,9.85123,92,2004
Action,Robin and Marian,6.6,0,0,3.199904,106,1976
Action,The Forsaken,4.9,0,5,2.739307,90,2001
Comedy,UHF,6.7,0,5,4.070044,97,1989
Comedy,Slums of Beverly Hills,6.5,0,5,6.308298,91,1998
Comedy,Keeping Up with the Steins,5.2,0,0,3.562563,90,2006
Comedy,Jekyll and Hyde ... Together Again,4.6,0,0,0.805312,87,1982
Drama,Light Sleeper,5.7,0,5,6.063868,103,1992
Comedy,The Oh in Ohio,5.8,0,5,6.759235,88,2006
Crime,Albino Alligator,5.6,0,6,2.388683,97,1996
Drama,"Gandhi, My Father",6,0,0,0.080704,136,2007
Documentary,Standard Operating Procedure,6.6,0,0,0.888986,117,2008
Drama,Out of the Blue,6.5,0,0,0.679351,94,1980
Drama,"Lovely, Still",6.2,0,0,1.286991,92,2008
Action,Tycoon,6.6,0,0,0.042442,128,1947
Comedy,Desert Blue,5.5,0,0,1.116206,90,1999
Horror,Decoys,4.7,0,5,3.05434,95,2004
Romance,Fascination,3.8,0,0,0.219799,95,2004
Horror,Area 51,4.2,0,5,7.794,91,2015
Thriller,Sleep Tight,7,0,5,9.136965,107,2011
Horror,The Cottage,6.3,0,0,8.39685,92,2008
Drama,Dead Like Me: Life After Death,5.8,0,0,7.864905,87,2009
Comedy,Farce of the Penguins,3.2,0,0,1.963219,80,2006
Drama,Flying By,7,0,0,1.546169,95,2009
Music,Rudderless,7.4,0,5,10.619574,105,2014
Family,Henry & Me,3,0,5,0.999655,67,2014
Romance,Christmas Eve,6.1,0,0,1.985243,95,2015
TV Movie,We Have Your Husband,5,0,0,0.102003,89,2011
Thriller,Dying of the Light,4.5,0,15,10.48009,94,2014
Action,Born Of War,4.1,0,0,1.136568,109,2013
Drama,Capricorn One,6.4,0,5,11.095219,123,1977
Comedy,Should've Been Romeo,0,0,0,0.40703,0,2012
Family,Running Forever,0,0,0,0.028756,88,2015
Comedy,Yoga Hosers,4.7,0,5,8.618793,88,2016
Horror,Navy Seals vs. Zombies,3.5,0,0,2.394613,97,2015
Comedy,I Served the King of England,7,0,0,2.387463,120,2006
Comedy,A Cock and Bull Story,6.2,0,0,3.500741,94,2005
Horror,Lady in White,6.3,0,0,1.435742,112,1988
Drama,Driving Lessons,6.3,0,0,7.667888,98,2006
Comedy,Let's Kill Ward's Wife,5.5,0,5,8.496364,81,2014
Drama,Camping Sauvage,4.8,0,0,0.20323,80,2005
Comedy,Without Men,4.6,0,4.00E-06,0.28076,83,2011
Drama,Dear Frankie,7,0,0,3.11319,105,2004
Action,All Hat,1,0,0,0.137535,89,2007
Drama,The Names of Love,7.3,0,4.6,6.368933,100,2010
Drama,Treading Water,5.6,0,4.7,0.217538,92,2013
Drama,Savage Grace,5.7,0,4.6,3.531877,97,2007
Drama,Out of the Blue,5.9,0,0,0.706355,103,2006
Music,State Fair,6.2,0,0,1.847822,96,1945
Drama,Tango,6.8,0,0,0.425551,115,1998
Drama,Salvador,7,0,4.5,3.819796,123,1986
Action,Saving Private Perez,6.1,0,0,0.177356,105,2011
Drama,Character,7.7,0,4.5,0.011697,122,1997
Comedy,Spun,6.6,0,2,6.249262,101,2002
Drama,Mozart's Sister,6.2,0,0,0.774442,120,2010
Comedy,Mean Machine,6,0,0,8.816995,99,2001
Action,Exiled,7,0,4.5,8.48639,110,2006
Crime,Lilya 4-ever,7.7,0,0,7.759215,109,2002
Comedy,Fugly,5.3,0,0,0.371337,134,2014
Comedy,R.L. Stine's Monsterville: The Cabinet of Souls,6.9,0,4.4,3.898737,85,2015
Comedy,Silent Movie,6.7,0,0,7.315935,86,1976
Drama,Anne of Green Gables,8.2,0,0,8.772574,199,1985
Adventure,Falcon Rising,5.5,0,0,6.988357,103,2014
Crime,Sexy Beast,7,0,5,11.21273,89,2000
Drama,Easy Money,6.5,0,0,7.217328,124,2010
Drama,Paa,6.6,0,3.25,2.126139,133,2009
Thriller,Cargo,5.9,0,0,10.142218,120,2009
Comedy,High School Musical,6.1,0,4.2,16.536374,98,2006
Drama,Love and Death on Long Island,6.9,0,0,0.933891,93,1997
Horror,Survival of the Dead,4.6,0,4,10.789912,90,2010
Horror,Hansel and Gretel Get Baked,4.8,0,4.5,2.503612,86,2013
Romance,The Front Page,6.9,0,4,4.117968,105,1974
