BALANCE,PURCHASES,INSTALLMENTS_PURCHASES,PURCHASES_FREQUENCY,CASH_ADVANCE_FREQUENCY
3830.603522,1257.16,416.16,1,0.166667
4759.70237,614.01,141,1,0.5
3543.905366,1362.92,1362.92,1,0
4210.323012,1210.31,1071.29,1,0.166667
4504.79334,0,0,0,1
2883.906333,4620.34,319.92,1,0
3788.416968,718.06,110.04,0.857143,0.571429
4355.982388,0,0,0,0.166667
2672.203163,0,0,0,0.333333
2628.511837,273,0,0.583333,0.083333
5161.854898,4542.33,490.66,1,0
4458.055159,0,0,0,0.583333
3454.094319,31299.35,12235.05,1,0
4709.342642,1614.27,421.21,0.916667,0.083333
5354.53794,0,0,0,0.916667
4295.964134,0,0,0,0.416667
4891.896666,915.81,915.81,0.583333,0.25
4890.470857,0,0,0,0.454545
5487.071216,2435.09,1917.04,0.916667,0.333333
3342.878215,1368.7,68.7,0.083333,0.083333
2386.330629,5217.62,428.53,0.916667,0
4098.215967,0,0,0,0.25
4319.531807,0,0,0,0.666667
6306.826232,0,0,0,0.916667
5805.32079,1724.75,85.78,0.833333,0.083333
4094.433899,0,0,0,0.5
4487.993384,1654.94,1190.44,1,0.666667
2075.637866,0,0,0,0.083333
6223.173969,0,0,0,0.25
3957.419199,1162.63,140.96,0.5,0.666667
4476.972577,360.95,129.95,0.454545,0.363636
6384.360491,1856.84,462.63,0.333333,0.75
4215.771256,0,0,0,0.416667
6063.976197,3987.01,455.77,0.833333,0.416667
4069.525304,259.84,48.33,0.166667,0.25
7215.19576,0,0,0,0.166667
5172.929286,3030.33,2315.04,1,0.583333
6958.239974,0,0,0,0.166667
3892.352781,6068.82,700.11,0.75,0.333333
6930.14958,0,0,0,0.166667
6456.515148,0,0,0,0.75
5897.491823,0,0,0,0.333333
4761.19131,4085.81,928.5,0.833333,0.333333
6404.955912,3970.8,1703.8,1,0
6877.284986,687.97,145,0.416667,0.666667
4158.137668,8.4,0,1,0
6255.078201,195.29,71.12,0.5,0.416667
5842.231445,452.59,211.06,0.916667,0.25
6204.264926,0,0,0,0.166667
7088.358802,0,0,0,0.083333
7370.257624,0,0,0,0.666667
6853.020124,0,0,0,0.5
5603.045332,0,0,0,0.416667
6416.448101,0,0,0,0.25
6668.982024,0,0,0,0.333333
5559.733773,930,930,0.416667,0.416667
231.593057,2123.43,2123.43,0.583333,0.083333
5000.825577,3310.39,237.5,0.75,0.083333
6482.798242,0,0,0,0.083333
6719.376505,0,0,0,0.333333
6538.064926,1554.42,1361.32,1,0.5
3790.510114,2626.06,389.38,1,0
7021.942957,0,0,0,0.666667
4559.779234,10848.5,2640.5,1,0
6767.138783,999.97,192.26,0.75,0.166667
7295.920263,0,0,0,0.25
6978.185657,1051.43,876.95,0.75,0.333333
6443.077147,2155.13,829.79,1,0.416667
6909.058266,473.51,403.51,0.583333,0.166667
5063.070919,2742.33,2225.03,0.916667,0.083333
1274.142457,5219.95,2651.6,1,0
6671.450524,369.52,0,0.583333,0.25
866.363389,4127.83,4127.83,0.75,0
7105.801894,0,0,0,0.083333
3891.346976,3629.8,3579.8,1,0.166667
7287.084204,0,0,0,0.75
5312.289573,399.92,110.92,0.25,0.583333
6372.182817,22101.78,0,0.333333,0.666667
8097.334733,3999.92,3799.92,1,0
7499.30365,350.57,0,0.083333,0.25
6851.39075,4004,3887,0.909091,0.363636
2341.505917,1231.59,841.54,1,0
1851.372165,6006.79,499.98,1,0
4550.717687,2094.99,737.99,1,0.166667
6644.82923,0,0,0,0.25
2891.926512,561.25,0,0.5,0.666667
6983.408463,0,0,0,0.333333
70.963378,759.73,327.36,1,0
14.203161,117,117,0.333333,0
2.641101,9.68,9.68,0.083333,0
31.111548,110,0,0.083333,0
11.896546,86,0,0.083333,0
65.207898,350,0,0.083333,0
133.405494,1346.9,318.9,0.583333,0
50.853021,428.75,428.75,1,0
95.843629,1210.95,1008.96,0.75,0
148.180803,1200,1200,0.5,0
83.279708,899.73,0,0.333333,0
245.115749,2690.62,1473.58,0.875,0
46.290578,553.18,553.18,0.75,0
77.45581,558.28,287.76,0.916667,0
107.298227,1084.09,1084.09,0.666667,0
14.58126,87.3,87.3,0.083333,0
168.909599,2313.68,2188.28,1,0
211.84382,2176.55,1133.24,0.583333,0
480.596706,757.8,757.8,0.75,0
227.636073,3050.64,1980.52,1,0
226.804333,669.19,0,1,0
192.942944,1963.25,86.17,1,0
32.290778,1185.34,0,0.583333,0
96.109401,938.2,0,1,0.083333
412.149369,0,0,0,0.333333
673.014589,638,0,0.833333,0.666667
281.170378,3163.69,3106.89,0.75,0
49.206256,870.24,870.24,1,0
460.956973,145.28,110.03,0.833333,0.416667
283.899006,818.69,299.2,0.833333,0.083333
531.349404,1599.02,781.22,1,0
829.410423,3884.68,1274.11,1,0
499.409588,6636.91,479.17,1,0.083333
88.823762,291.65,291.65,0.75,0
551.580225,2955.91,2003.4,1,0
1057.142919,789.96,50,1,0
595.655746,6562.24,1669.81,1,0
996.223227,0,0,0,0.083333
683.849179,7387.83,3493.32,1,0
823.103926,131.64,131.64,1,0
902.099225,5080.85,406.64,0.416667,0
931.674532,2417.91,114,0.583333,0.166667
1305.883623,0,0,0,0.083333
654.574445,0,0,0,0.083333
635.358243,250,0,0.1,0
1272.927288,5350.19,566.85,1,0
1403.574083,1831.57,1133.63,1,0.083333
538.468542,0,0,0,0.25
1172.183909,1700,800,0.666667,0
2271.7875,0,0,0,0.25
1499.19943,3245.23,374.9,1,0
1330.585412,304.6,0,1,0
1579.158781,4175.25,2079.9,1,0
1899.219514,0,0,0,0.25
1687.08958,5094.17,526,1,0
2184.965504,0,0,0,0.916667
2173.621597,200,0,0.083333,0.25
2135.744209,1342.31,1100.56,0.583333,0.25
2342.724406,0,0,0,0.333333
2085.013555,198.27,0,0.166667,0
1906.283349,4016.42,2958.24,1,0
2731.663846,0,0,0,0.333333
2147.939753,117.57,0,0.083333,0.083333
2017.391656,12024.37,800.27,1,0
2233.074041,445.2,0,0.166667,0
1801.045046,1684.29,63.6,1,0
2409.236843,990.15,217.55,0.75,0
2640.820976,1167.86,1167.86,0.8,0.6
867.938337,0,0,0,0.083333
2716.981814,0,0,0,0.416667
2454.552939,461.32,437.32,0.416667,0
2677.340611,1443.89,188.18,0.833333,0
2276.666051,87.51,87.51,0.583333,0
3066.86081,84.65,84.65,0.75,0
3160.087236,0,0,0,0.083333
2511.847024,109,0,0.2,0.8
2194.238291,545.83,0,0.166667,0.416667
1885.547591,0,0,0,0.25
1973.814964,873,0,0.166667,0
2135.646123,114,0,0.083333,0
2104.961701,4115.95,3885.45,0.833333,0.916667
2928.480007,5747.76,1725.99,1,0
2990.370585,1368,1160,1,0.583333
3457.722387,229,0,0.083333,0.25
2828.808139,199,199,0.25,0
2837.112414,0,0,0,0.083333
6943.433775,3513.64,0,0.833333,0
2664.926838,1229.62,568.02,1,0
1564.3964,1330,1330,0.416667,0.083333
1441.404242,0,0,0,0.4
3281.958491,398.08,398.08,0.416667,0.583333
2643.019532,554.38,363.25,1,0
3120.25648,339.96,339.96,1,0.25
3646.04461,0,0,0,0.25
3350.116932,39.8,0,0.083333,0.083333
2786.494499,0,0,0,0.25
4696.525962,604.33,169.33,0.5,0.375
3915.151082,2607.07,451.41,0.916667,0
3312.222433,3729.7,1560.35,1,0
3749.634778,0,0,0,0.090909
2610.997575,328.7,0,0.333333,0
4338.606862,0,0,0,0.083333
4117.751094,159.07,0,0.166667,0.166667
2917.656276,141.81,0,0.166667,0.583333
4320.267209,117.23,0,0.083333,0.333333
3340.233396,1783.57,382.98,0.833333,0.833333
3024.642476,0,0,0,0.083333
4530.639094,0,0,0,0.25
5292.264382,0,0,0,0.666667
4196.43487,90.01,0,0.166667,0.25
4157.933876,929.2,297.8,0.583333,0.583333
5083.397311,331.95,0,0.2,0.8
5392.29598,0,0,0,0.25
4153.477506,561.25,186,0.333333,0.583333
3919.394766,467.06,0,0.333333,0.5
4859.262329,0,0,0,0.5
4222.928545,0,0,0,0.333333
4276.929643,298,0,0.166667,0.333333
4533.066139,0,0,0,0.083333
5931.699858,218,0,0.083333,0.25
4986.400804,0,0,0,0.583333
5901.592192,1704.95,563.4,0.583333,0
5796.622219,423.38,200,0.625,0.25
4202.1695,462,0,0.166667,0.416667
5418.305735,0,0,0,0.666667
5058.299635,968.43,728.43,1,0.416667
4393.185874,0,0,0,0.5
5873.201628,146.68,104.02,0.25,0.333333
6743.544354,1437.65,1120.15,0.75,0.25
5686.466725,177.35,0,0.090909,0
5619.654569,2457.53,1104.9,1,0.571429
6493.033342,447.5,0,0.416667,0.583333
5911.506531,0,0,0,0.3
7593.590618,0,0,0,0.083333
5355.922523,2469.28,1563.3,0.916667,0.666667
5656.069801,362.36,0,0.25,1.25
6886.213231,1611.7,1611.7,0.5,0.166667
6629.045062,0,0,0,0.833333
4767.644535,806,325,1,0.166667
6787.661776,99.5,99.5,0.833333,0.416667
6388.108487,0,0,0,0.25
7760.940543,0,0,0,0.5
4676.575915,453.64,453.64,0.333333,0.166667
6995.3025,999.77,999.77,0.75,0.583333
7057.658848,360.7,0,0.083333,0.333333
5314.739322,0,0,0,0.583333
4817.148022,0,0,0,0.666667
7369.794134,411.2,411.2,0.666667,0.166667
7659.19151,0,0,0,0.333333
7803.071972,1000.55,1000.55,1,0.333333
7677.565407,1240.04,0,0.75,0.333333
3265.116481,2147.01,2147.01,1,0
7656.390367,0,0,0,0.416667
7558.010921,365.26,176.7,0.5,0.666667
6963.435383,2951.93,0,0.333333,0
10571.41107,7739.48,7739.48,1,0
173.329004,72,72,0.166667,0
79.462211,1073.97,0,0.416667,0
2317.222844,741.02,0,0.583333,0.166667
2648.784405,6697.57,1416.4,0.916667,0
3790.914663,2655.68,1048.05,0.833333,0.5
0.437285,6.9,0,0.083333,0
2.386716,115,115,1,0
39.718404,525.17,0,0.083333,0
41.754778,636.15,0,0.166667,0
21.928045,190.45,0,0.166667,0.083333
81.311082,851.38,0,0.416667,0
47.107274,2226.06,2226.06,1,0
24.1725,270,270,0.818182,0
76.93561,277,0,0.333333,0
21.32716,309.74,309.74,1,0
194.927,2061.48,448.42,0.833333,0
231.90824,711.8,214,0.666667,0
62.986919,693.43,631.43,1,0
314.507915,3492.21,297,0.583333,0
224.97236,2084.64,2084.64,1,0
222.321892,2417.54,708.4,0.75,0
195.361788,0,0,0,0.083333
44.081566,503.25,503.25,0.916667,0
73.507271,890.45,0,1,0
505.333425,5176.62,0,0.666667,0
49.920897,400.19,0,1,0
98.427228,389.24,389.24,0.666667,0
238.962984,2402.64,1865.43,1,0
506.470396,0,0,0,0.222222
422.723099,344.86,0,0.25,0
432.915949,4430.17,801.5,1,0
465.033038,247.36,0,0.25,0.166667
33.07464,286.4,55.11,0.5,0.083333
711.174631,155.39,0,0.166667,0
376.15858,2724.76,2152,1,0
279.253475,3243.86,241.34,1,0
353.198215,3085.69,52.72,1,0
52.229659,565.5,565.5,1,0.083333
811.564879,558.08,66.04,0.583333,0
1088.031913,9734.63,5978.62,1,0
535.947221,4550.81,1533.83,1,0.083333
477.16584,1342.51,270,0.583333,0
911.281862,70,0,0.083333,0
495.069704,2610.3,1707.7,1,0
837.142436,5344.92,1678.14,1,0
920.922411,1227.93,768.38,0.916667,0
996.619846,581.8,61.8,0.25,0
397.003171,3042.08,1623.01,1,0
1168.007346,539,500,0.545455,0
1127.607606,0,0,0,0.083333
473.679359,2580.63,971.89,1,0
1026.874467,153.96,0,0.083333,0
1050.527038,8880.59,6611.14,1,0
1102.63215,1409.31,329.13,0.666667,0
1061.394006,0,0,0,0.333333
1373.174839,215,215,0.25,0
765.880394,0,0,0,0.083333
1495.080484,2323.5,240.98,0.916667,0
1514.750841,3873.5,1231.36,1,0.416667
1916.470203,380,380,0.5,0
1928.971964,2061.55,1692,1,0
1724.945864,2075.18,233.48,0.916667,0
1866.608592,1494.5,0,0.416667,0
1848.248809,307.12,0,0.083333,0
2146.005518,469.83,0,0.818182,0
1504.82705,2010,1380,1,0.083333
1777.440238,78.47,78.47,0.5,0.083333
2150.212841,4096.08,857.81,1,0
1421.419262,1669.2,1395.01,1,0
1663.492233,3415.39,1060.28,1,0.416667
2435.823938,749.3,355.8,0.583333,0
2092.855291,1624.05,418.3,0.5,0
1773.445786,4504.25,1517.59,0.5,0
2694.354265,0,0,0,0.75
2270.950105,1403.42,1326.42,0.916667,0
2422.311938,4490.69,1034.44,1,0.083333
2415.412234,3313.65,1375.21,1,0.416667
2716.48667,3362.94,1802.94,1,0
2414.43578,689.4,0,1,0.25
2822.483318,1203.05,422.92,0.583333,0.583333
2070.627593,2564.08,1399.08,1,0
2446.41139,1915.65,582.74,0.75,0.5
2114.158683,5580.85,5580.85,1,0
2709.099711,354.92,0,0.25,0.416667
2500.029691,1103.5,0,0.333333,0.25
2705.899439,0,0,0,0.166667
2714.595164,666.1,591.1,0.916667,0.083333
2371.89209,447.81,158.38,0.818182,0.454545
2792.534256,9661.37,0,0.416667,0
2951.220065,0,0,0,0.666667
2947.426082,2257.28,1077.48,0.444444,0.222222
3019.019487,2260.41,904.08,0.833333,0
2972.091316,370.4,135,0.333333,0.666667
2784.364948,1178.31,0,0.583333,0
3338.863375,775,410,0.583333,0
3421.570645,0,0,0,0.083333
2515.968879,1877.24,950.34,0.166667,0
3285.196786,2830.48,1648.28,1,0.166667
3778.609797,878.29,247.02,0.583333,0
3287.231954,0,0,0,0.25
3946.876897,207,207,0.916667,0.5
3569.826878,3056.06,1061.72,1,0
3176.980384,1079.25,0,0.416667,0
3759.848908,7472.37,626.55,1,0
4013.183067,2591.77,635.68,1,0.25
3626.196814,475.36,475.36,0.833333,0.416667
4081.115283,1133.98,835.39,1,0.333333
2972.931391,60.54,60.54,0.25,0.083333
3481.400783,188,0,0.166667,0.416667
1299.092905,323.99,0,0.083333,0.25
4543.789386,255.12,250.12,0.666667,0
3789.302616,49.98,49.98,0.166667,0
4228.71103,923.99,923.99,1,0.416667
5086.333429,548.89,0,0.166667,0.5
3278.259894,1581.43,284.69,0.583333,0
4672.628863,483.02,384.02,1,0.166667
4014.818167,0,0,0,0.083333
4881.822347,0,0,0,0.25
4068.162699,3387.47,1449.34,1,0
4115.739163,0,0,0,0.25
5715.854635,2173.99,617.8,0.666667,0
5315.945594,1525.44,1055.64,1,0
5970.705432,6091.51,4019.99,1,0
5336.743176,680.97,0,0.583333,0.416667
4530.205197,1750.66,1107.48,1,0.583333
6209.488896,0,0,0,0.166667
5049.442457,0,0,0,0.333333
4803.122987,0,0,0,0.416667
4146.527042,178,0,0.083333,0.333333
6537.800686,1885.94,1810.94,0.916667,0.416667
5998.431562,0,0,0,0.083333
6045.192228,0,0,0,0.666667
4805.164203,0,0,0,0.083333
4994.04832,2506.89,0,0.75,0
7293.108794,0,0,0,0.333333
7543.580736,0,0,0,0.083333
6571.484039,9325.22,0,0.333333,0
7776.4369,107.33,0,0.083333,0.333333
5322.994094,2812.2,1955.08,1,0.333333
6727.539699,711.72,94.32,1,0.416667
6533.309582,0,0,0,0.333333
8030.872986,0,0,0,0.833333
5824.000984,1501.08,1501.08,0.25,0.333333
8073.909084,0,0,0,0.916667
7248.040967,0,0,0,0.666667
6882.811896,2480.63,442.39,0.916667,0.5
7091.028361,0,0,0,0.25
7395.88757,0,0,0,1
7789.190958,1307.39,1222.94,1,0.25
5423.576453,1672.55,1564.66,1,0.166667
2073.611538,0,0,0,0.083333
7442.599092,1080,1080,0.666667,0.25
8260.825897,3709.71,1288.95,1,0.833333
8315.894044,8391.55,8391.55,1,0
7867.660015,507,0,0.166667,0.916667
4751.340645,309.86,309.86,0.5,0
7468.01201,1569.41,773.34,0.545455,0.272727
95.267927,571.64,571.64,0.75,0
3053.311301,1889.8,646.9,0.666667,0.083333
4198.61809,17.3,0,0.083333,0.25
24.976709,720.6,0,1,0.083333
75.039332,588.05,0,0.166667,0
54.27007,2071.92,0,0.5,0
1.470582,0,0,0,0.083333
148.511058,562.24,213.24,0.333333,0
165.808096,981.19,157.8,0.714286,0
198.377577,0,0,0,0.25
291.654079,1528.77,0,0.416667,0
41.080375,280,280,0.666667,0
116.581583,1045.14,818,0.727273,0
49.564532,433.5,159.56,0.909091,0
30.186422,345.99,225.99,0.666667,0
62.996845,779.7,489.7,1,0
380.384776,1188,0,0.083333,0
25.897329,299.65,0,1,0
498.208616,4786.61,388.97,0.916667,0
670.177406,4562.69,0,0.25,0
354.527499,3751.42,2550,1,0
156.536773,1903.66,115.58,0.833333,0
67.32184,685.15,117.5,1,0
94.280326,846.06,533.66,1,0
115.376754,448.15,0,1,0
19.928467,310.64,310.64,0.666667,0
82.029477,1126.32,545.88,1,0
283.30016,461.36,461.36,0.666667,0
262.723622,2365.07,240,0.75,0
428.532479,0,0,0,0.833333
311.357,2283.07,0,0.666667,0
83.279345,1080.11,1080.11,1,0
126.134681,1197.12,0,1,0
166.295463,449.26,0,1,0.083333
287.099648,2693.64,2053.14,0.75,0
189.969435,2071.55,70,1,0.083333
392.194003,788.14,0,0.166667,0
264.811595,28.65,0,0.083333,0.083333
231.089583,1547.92,0,1,0
322.222745,2522.03,341.24,0.666667,0
95.645669,566.43,102.63,0.166667,0
153.003135,96.2,96.2,0.833333,0
598.423093,5835.57,1860.87,1,0
972.665818,10549.19,1368.78,1,0
425.966019,2219.33,158.83,0.416667,0
319.696908,3884.19,1618.29,1,0
777.616173,0,0,0,0.083333
733.988674,83.47,0,0.083333,0
868.044414,8443.97,936.98,1,0.25
1023.124791,1537.93,444.26,0.75,0.083333
877.354533,6954.28,512.88,1,0.083333
1019.133646,9249.73,6923.64,0.833333,0
1229.397644,11414.48,4660.1,1,0
939.152528,3393.25,77.66,0.25,0
1008.864224,1392.83,0,0.333333,0
1127.643812,14454.98,4000.7,1,0
426.442669,0,0,0,0.333333
614.263149,408.93,334.13,0.5,0
1510.111755,1895.25,1353.68,1,0
1350.286625,642.33,0,0.5,0
1692.755487,570.16,570.16,0.833333,0.333333
1776.088454,117,0,0.333333,0.166667
1075.825135,32,0,0.083333,0.666667
1427.42297,61,61,0.166667,0.583333
1253.290131,138,83,0.083333,0
1998.15597,348,0,0.083333,0.083333
1154.381343,2421.85,1953.2,1,0
2796.379188,44.7,44.7,0.285714,0.428571
1444.365154,780.14,710.24,0.416667,0.25
2158.754686,0,0,0,0.5
2492.726282,27957.68,4924.71,1,0
2368.338673,1307.18,544.68,0.916667,0
1719.048074,2115.79,720.74,1,0
2360.086196,0,0,0,0.333333
2249.731727,2598.54,657.46,1,0
1935.362486,4915.6,400.26,1,0.083333
3121.267822,4139.56,0,0.333333,0.222222
2533.618119,5633.83,2647.91,0.916667,0.333333
2224.590946,3183,0,0.166667,0
2255.056361,122.99,22.99,0.166667,0
2236.176309,1114.43,135,1,0
2206.463745,1945.82,1424.32,1,0.083333
2689.040221,0,0,0,0.083333
2997.999455,288.4,288.4,0.75,0.166667
268.577278,0,0,0,0.083333
3179.056936,4407.78,1216.55,1,0
2585.246439,338,338,0.545455,0
1393.527992,0,0,0,0.083333
2262.825216,221.2,0,0.166667,0
3573.583803,2513.46,0,0.222222,0.444444
3255.151368,1771.6,1520.6,0.916667,0.25
5967.47527,214.55,214.55,0.833333,0.666667
3191.334524,219.44,41.64,0.416667,0.083333
2436.843864,2647.9,152.9,0.833333,0
2895.765754,2753.35,793.35,0.727273,0
4556.537803,1450,0,0.090909,0.181818
3630.771485,0,0,0,0.666667
3682.667737,2214.64,964.34,1,0
3508.560867,0,0,0,0.083333
4526.591303,1806.5,830,0.5,0.333333
1812.61375,0,0,0,0.083333
3062.16821,2253.98,1333.44,0.9,0.8
3395.090243,0,0,0,0.166667
3661.051976,764,248.55,0.166667,0.25
3298.692478,1088.83,570.44,0.416667,0
3767.546906,3545.56,1892.2,1,0.083333
4749.435135,0,0,0,0.727273
5055.582822,0,0,0,0.090909
4479.251427,0,0,0,0.25
3490.855736,1039.48,0,0.083333,0.25
3437.033859,1858.7,0,0.583333,0.833333
4800.168978,0,0,0,0.272727
3207.605367,0,0,0,0.090909
3646.30636,594.88,460.98,0.416667,0.5
4663.039011,3908.26,0,1,0
3414.780266,0,0,0,0.181818
3529.587012,0,0,0,0.666667
5177.774511,1562.74,582.75,0.666667,0.166667
4432.514906,1543.75,0,0.75,0.5
4164.796859,784.63,167.09,0.454545,0
5481.738308,0,0,0,1
7196.553011,0,0,0,0.5
2735.480264,100,100,0.333333,0.5
6046.821082,502.48,0,0.2,0.2
5471.186593,0,0,0,0.555556
6008.914524,0,0,0,0.333333
4861.692801,54.25,54.25,0.333333,0.333333
5942.683036,976.45,79,0.583333,0.166667
3800.151377,4248.35,793.79,1,0.333333
5256.69533,188.6,0,0.083333,0.333333
4705.294706,0,0,0,0.916667
6369.895861,335.68,335.68,0.666667,0.5
6631.790101,74.17,0,0.090909,0.454545
3774.277331,0,0,0,0.5
5810.748774,217,0,0.166667,0.583333
4677.021295,1798.66,434.44,0.916667,0.416667
5482.204366,0,0,0,0.5
4183.877488,353.75,353.75,0.833333,0.25
6877.333016,0,0,0,0.25
5719.149672,1611.04,163.4,0.916667,0.083333
5852.750868,722.8,453.8,0.5,0.416667
6001.428376,0,0,0,0.166667
3850.206279,2434.5,62.4,0.5,0.666667
4925.078801,194.6,0,0.333333,0.416667
5868.206909,911.56,228.56,0.833333,0.833333
5500.316126,0,0,0,0.166667
5379.384053,501.09,0,0.416667,0
7081.171387,0,0,0,0.909091
7427.076941,0,0,0,0.727273
5705.19862,942.68,0,0.181818,0.090909
6976.34614,2552.1,472.09,1,0.083333
6269.418144,204,0,0.083333,0.333333
7339.943073,0,0,0,0.375
7337.853622,0,0,0,0.75
6105.102208,248.73,248.73,0.083333,0.75
7302.672686,0,0,0,0.75
8767.5693,0,0,0,0.25
7025.757291,66.32,0,0.083333,0.583333
6644.201651,4478.75,1757.16,1,0.583333
8033.907466,159,0,0.083333,0.75
5861.100691,64.71,0,0.083333,0.583333
7975.19143,1142.15,124.5,0.5,0.25
7422.444145,148.29,0,0.083333,0.416667
6681.371469,2968.2,0,0.166667,0.166667
5899.427294,0,0,0,0.416667
8435.192572,0,0,0,0.25
5383.084424,9736.61,6052.09,1,0.25
8806.866629,1490.94,1490.92,1,0.166667
4858.92532,9282.12,7703.26,0.833333,0.083333
7682.12519,663,0,0.083333,0.666667
8897.437228,3710.57,2110.57,1,0.083333
3139.84354,859.03,859.03,1,0.333333
8559.236795,170,0,0.083333,0.25
8161.84873,5519,532.57,1,0
6773.941979,14215,0,0.583333,0.083333
8692.806679,1022.77,0,0.5,0.25
8997.488544,4604.72,584.39,0.916667,0.166667
9381.255094,5100.07,3952.24,1,0.083333
7957.017218,0,0,0,0.25
6090.522273,22.16,0,0.083333,0
8038.893195,0,0,0,0.166667
9024.812044,0,0,0,0.083333
49.869884,363.52,239.01,0.833333,0
4644.779013,4820.68,757.07,0.833333,0
6257.390416,9228.97,147.73,1,0
2.549291,322.98,0,0.166667,0
11.269672,248.31,248.31,0.416667,0
131.260514,1109.91,0,0.5,0
80.708806,569.9,0,0.166667,0
182.709228,2463.21,1167.37,1,0
56.837819,584.34,0,0.5,0
158.634812,1765.38,1680.58,0.666667,0
80.00717,1548.37,1519.79,0.916667,0
92.279773,842.51,0,0.916667,0
419.486983,450,0,0.083333,0.166667
164.377503,0,0,0,0.3
81.584711,0,0,0,0.166667
7.980453,0,0,0,0.083333
25.706551,133.86,133.86,0.333333,0
107.801738,922.64,46.34,1,0
325.024091,2251.62,287.57,0.916667,0.083333
86.157142,915.64,915.64,0.916667,0
447.941813,1907.2,1907.2,0.833333,0
132.730466,739.98,739.98,0.5,0
260.838885,2854.11,1056.15,1,0
62.287137,1263.29,983.3,1,0
331.686553,2289.42,1062.34,1,0
327.445978,4305.05,1399.34,1,0
166.442301,797.58,0,0.083333,0
136.323936,289.9,289.9,0.333333,0
383.921461,6598.29,0,1,0
608.752081,5446.88,1980.66,0.916667,0
465.332882,6920.08,1737.37,0.833333,0
1138.534442,8665.38,2544.98,1,0
1152.710352,1392,330,1,0
668.956687,224.2,76.08,0.583333,0
653.004882,2035.29,775.71,0.75,0
963.572006,2210.97,469.67,1,0
788.9737,4574.79,425.32,1,0.166667
1710.971649,2042.5,1042.5,0.833333,0
1827.688454,137.55,137.55,0.090909,0
1239.889457,3914.15,1271.15,0.583333,0
2283.366217,2734.77,1088.9,0.833333,0.75
2337.713483,773.7,0,0.833333,0
2594.878719,160,0,0.083333,0.25
2282.814895,1522.72,463.34,1,0.25
2432.276042,7156.11,1234.85,0.833333,0.166667
2244.345037,2969.3,1730.75,1,0
3376.946886,0,0,0,0.4
2901.999862,11250.65,1084.77,1,0
2574.852985,578.66,0,1,0.272727
3221.105151,3447.55,1997.55,1,0
3718.606699,1172.68,0,0.083333,0.5
2922.487907,71.07,71.07,0.25,0.166667
3690.855584,0,0,0,0.583333
3664.282588,493.34,233.34,0.416667,0
3616.001088,365,0,0.166667,0.083333
3474.972612,324.18,31.18,0.333333,0
3215.080388,410.24,113.72,0.666667,0
3412.603461,3790.29,2273.99,1,0.333333
3871.433675,0,0,0,0.083333
4507.733288,4754.32,1117.79,1,0
4785.789559,0,0,0,0.875
4020.130769,79.62,0,0.083333,0.25
4364.016237,2711.9,0,1,0.083333
4659.388091,1754.19,990.03,1,0.333333
3838.312836,0,0,0,0.5
5206.452425,0,0,0,0.375
4496.709257,945.26,0,0.25,0
4523.499003,0,0,0,0.083333
5194.184491,73.42,0,0.083333,0.166667
5178.179489,3937.59,1331.17,1,0
4486.637152,1712.75,0,0.25,0.75
5283.566994,202.31,86.22,0.333333,0.666667
5308.90635,0,0,0,0.5
5693.979714,1338.72,0,1,0
5555.173827,6613.09,3018.64,1,0
4283.519021,8151.36,5059.29,0.833333,0.25
3360.689054,794.1,794.1,0.833333,0.666667
5678.479456,0,0,0,0.666667
5082.971064,1893.89,350,1,0.083333
4060.33426,1007.27,0,0.833333,0.75
5823.907919,0,0,0,0.666667
6743.313868,5591.26,3820.76,1,0.25
6851.036206,669.93,466.74,0.75,0.583333
6388.820712,5154.75,3532.69,1,0
7170.30572,3109.28,384.76,1,0.5
5538.646971,460.57,0,0.333333,0.25
9264.786223,0,0,0,0.333333
7427.807223,205.89,95.89,0.416667,0.666667
8465.740449,1345.81,1119.81,0.916667,0.666667
7155.328723,3837.59,1977.41,1,0.916667
6398.233171,0,0,0,0.083333
8363.401152,1076.01,0,0.25,0.666667
8073.983031,2153.11,827.11,1,0.583333
7886.875682,968.26,233.94,0.916667,0.416667
5580.530306,2470.4,2012.67,0.5,0.083333
8939.461145,2490.17,1585,0.5,0.5
8978.156324,482.88,157.36,0.75,0.083333
9149.4096,227.8,0,0.333333,0.666667
156.72326,1776.76,1776.76,1,0
2332.496766,0,0,0,0.083333
3967.453587,10148.7,6985.76,1,0
692.2898,200,0,0.1,0.1
198.035504,0,0,0,0.25
39.977967,432.05,0,0.2,0
102.58313,2044.73,750.34,1,0
5.871769,29.68,0,0.083333,0
193.050982,1337.1,0,0.875,0.125
11.249863,137.84,0,0.166667,0
157.66813,1263.51,1176.51,0.714286,0
151.787402,1234.32,0,0.083333,0
45.625764,0,0,0,0.25
28.315171,225.02,113.32,0.375,0
242.901961,790.39,249.62,0.75,0.333333
408.948673,0,0,0,0.083333
6.149295,169.01,169.01,0.25,0
80.55139,2132.7,1218.7,1,0
117.442684,653.73,160.73,0.666667,0
403.816601,3431,3431,0.9,0
72.025683,891.28,891.28,0.5,0
40.762516,376,59.5,0.5,0
102.832194,1067.85,398.64,1,0
58.241599,792.35,792.35,1,0
31.934855,533.52,533.52,1,0
69.141919,872.94,735.64,0.916667,0
300.782119,2590.95,260,0.75,0
187.2126,1807.08,840,1,0
487.483429,1579.12,598.56,1,0
316.812739,2393.89,1592.79,1,0.25
